7.670749723911285400e-02,1.997084915637969971e-02,5.034596845507621765e-02,3.923371061682701111e-02,5.151150003075599670e-02,2.847667038440704346e-02,1.976315677165985107e-02,1.317349076271057129e-02,1.313565671443939209e-02,2.272243052721023560e-02,3.791638091206550598e-02,-6.437301635742187500e-06,5.933642387390136719e-05,1.952944882214069366e-02,-1.070555299520492554e-06,-2.804212272167205811e-06,3.498987853527069092e-02,3.791179135441780090e-02,1.313189417123794556e-02,7.592429406940937042e-03,3.117062896490097046e-02,2.430751919746398926e-06,1.348359510302543640e-02,2.912908792495727539e-02,3.374657034873962402e-02,2.305023372173309326e-07,3.751848265528678894e-02,2.738025039434432983e-02,1.209974288940429688e-05,9.066169150173664093e-03,4.031295329332351685e-02,2.455452829599380493e-02,1.351552829146385193e-02,3.061565756797790527e-02,-1.795589923858642578e-05,9.927898645401000977e-06,-2.161413431167602539e-05
1.993514597415924072e-02,4.210574552416801453e-02,2.347576431930065155e-02,1.566727459430694580e-02,1.587924361228942871e-02,2.955542504787445068e-02,5.691118538379669189e-03,2.416034787893295288e-02,1.833746954798698425e-02,1.167975738644599915e-02,7.553758099675178528e-03,9.225608780980110168e-03,8.338473737239837646e-03,7.652677595615386963e-03,8.333200588822364807e-03,-1.040636561810970306e-06,2.324463427066802979e-02,7.545892149209976196e-03,3.770746290683746338e-03,3.191083669662475586e-05,8.886586874723434448e-03,1.137228682637214661e-02,-2.570450305938720703e-06,1.793234795331954956e-02,-2.710521221160888672e-05,-3.201514482498168945e-05,6.426721811294555664e-03,1.466210000216960907e-02,1.397345960140228271e-02,6.327480077743530273e-03,-2.874433994293212891e-05,-1.687556505203247070e-06,-1.290813088417053223e-06,-4.082918167114257812e-06,-2.101063728332519531e-05,8.884817361831665039e-07,7.286667823791503906e-06
5.028922110795974731e-02,2.346806228160858154e-02,7.627816498279571533e-02,6.329646706581115723e-02,2.804178744554519653e-02,5.050158500671386719e-02,6.511062383651733398e-05,-1.434236764907836914e-07,-4.225969314575195312e-05,-1.781433820724487305e-05,1.263777539134025574e-02,-4.133209586143493652e-06,3.799796104431152344e-07,3.081344440579414368e-02,-2.551823854446411133e-07,-8.407980203628540039e-06,5.657712742686271667e-02,1.263825967907905579e-02,-5.183741450309753418e-06,2.096593379974365234e-05,9.912628680467605591e-03,-1.729279756546020508e-05,-3.680586814880371094e-06,7.510706782341003418e-03,8.232891559600830078e-06,1.765042543411254883e-05,2.063501439988613129e-02,4.929649829864501953e-02,3.193318843841552734e-05,-2.320855855941772461e-06,3.854185342788696289e-05,-2.258550375699996948e-05,9.782612323760986328e-06,-2.264976501464843750e-06,9.126961231231689453e-07,4.486367106437683105e-05,-6.213784217834472656e-06
4.258646070957183838e-02,1.571613550186157227e-02,6.328620016574859619e-02,7.212701439857482910e-02,2.302521653473377228e-02,4.908062517642974854e-02,-1.239031553268432617e-05,-2.302229404449462891e-06,6.876885890960693359e-06,2.406537532806396484e-06,1.122429966926574707e-05,-1.494586467742919922e-05,4.425644874572753906e-06,3.080203384160995483e-02,3.456324338912963867e-05,-1.899898052215576172e-06,5.413575097918510437e-02,1.005455851554870605e-05,1.037791371345520020e-04,-1.236796379089355469e-06,1.323873549699783325e-02,1.817196607589721680e-05,-7.447786629199981689e-06,9.986177086830139160e-03,-8.110702037811279297e-05,2.633780241012573242e-06,2.063147723674774170e-02,4.524059593677520752e-02,-2.582371234893798828e-05,-1.418963074684143066e-05,-2.636015415191650391e-05,7.532536983489990234e-06,1.039355993270874023e-06,5.006790161132812500e-05,1.031458377838134766e-04,-2.530962228775024414e-05,7.666647434234619141e-06
6.630366295576095581e-02,1.567536965012550354e-02,2.805539220571517944e-02,2.299794554710388184e-02,9.633898735046386719e-02,3.372183814644813538e-02,8.392460644245147705e-02,3.119461983442306519e-02,3.181344270706176758e-02,4.856627061963081360e-02,5.233456939458847046e-02,2.653140202164649963e-02,3.660385310649871826e-02,4.882143437862396240e-02,1.076805777847766876e-02,3.282812982797622681e-02,2.654282562434673309e-02,5.234321951866149902e-02,4.414118081331253052e-02,4.832068830728530884e-02,6.243446469306945801e-02,-5.498528480529785156e-06,3.194392099976539612e-02,6.217727810144424438e-02,6.599225848913192749e-02,-1.142616383731365204e-06,6.366921216249465942e-02,2.711817249655723572e-02,-4.740059375762939453e-05,4.036173224449157715e-03,2.206374108791351318e-01,5.422467738389968872e-02,6.115265190601348877e-03,1.195759624242782593e-01,8.326165378093719482e-03,8.994396775960922241e-03,8.334578946232795715e-03
2.836678922176361084e-02,2.957418933510780334e-02,5.051662027835845947e-02,4.906886816024780273e-02,3.370405733585357666e-02,7.817314565181732178e-02,4.384852945804595947e-03,2.103171870112419128e-02,1.682001352310180664e-02,2.013746276497840881e-02,5.793523043394088745e-03,1.409290358424186707e-02,1.920447126030921936e-02,4.837836325168609619e-02,1.920211687684059143e-02,1.656113192439079285e-02,5.115493759512901306e-02,5.796745419502258301e-03,1.445405371487140656e-02,8.174773305654525757e-03,1.589664444327354431e-02,8.735630661249160767e-03,-3.416091203689575195e-06,2.570237219333648682e-02,6.026271730661392212e-03,1.914799213409423828e-06,2.556886523962020874e-02,5.949846655130386353e-02,1.065177097916603088e-02,9.725224226713180542e-03,2.930954098701477051e-03,-3.152526915073394775e-06,-7.506459951400756836e-06,8.382141590118408203e-03,9.901665151119232178e-03,1.069516688585281372e-02,9.892448782920837402e-03
2.594294771552085876e-02,5.713447928428649902e-03,-5.052238702774047852e-05,-6.428360939025878906e-05,3.246381506323814392e-02,4.365355242043733597e-03,7.211396098136901855e-02,3.638243675231933594e-02,3.758437186479568481e-02,3.133550658822059631e-02,-4.057958722114562988e-05,2.011656761169433594e-07,5.861045792698860168e-05,2.744575217366218567e-02,-4.805624485015869141e-06,1.121312379837036133e-05,-3.197789192199707031e-05,3.514438867568969727e-05,3.813775256276130676e-02,8.697003126144409180e-03,1.709338091313838959e-02,-5.140900611877441406e-07,1.540118083357810974e-02,2.800888940691947937e-02,2.984433062374591827e-02,1.609814353287220001e-05,2.469608560204505920e-02,-6.321817636489868164e-06,3.823485597968101501e-02,4.860907793045043945e-02,1.932773366570472717e-02,3.293978795409202576e-02,1.537040621042251587e-02,2.602734416723251343e-02,-3.114342689514160156e-05,2.945959568023681641e-05,-2.417713403701782227e-06
8.368318527936935425e-02,2.399896085262298584e-02,8.002668619155883789e-05,-1.019239425659179688e-05,3.107843548059463501e-02,2.106517180800437927e-02,9.331728518009185791e-02,1.385603994131088257e-01,6.532095372676849365e-02,4.788982495665550232e-02,2.924352884292602539e-06,9.022981859743595123e-03,3.477361053228378296e-02,1.248319447040557861e-02,8.221685886383056641e-03,-3.934605047106742859e-06,9.040061384439468384e-03,6.090849637985229492e-07,3.331893309950828552e-02,5.509704351425170898e-06,2.211368456482887268e-02,7.363112270832061768e-02,2.833642065525054932e-05,4.558238014578819275e-02,1.924683339893817902e-02,-2.814456820487976074e-06,2.227210253477096558e-02,7.186032831668853760e-03,1.176632791757583618e-01,5.710338428616523743e-02,1.474747061729431152e-02,2.223414182662963867e-02,6.585568189620971680e-05,1.924284547567367554e-02,1.763179898262023926e-05,-1.439079642295837402e-05,5.703419446945190430e-06
3.519337177276611328e-01,1.831838488578796387e-02,9.000301361083984375e-06,-1.476146280765533447e-06,3.181777894496917725e-02,1.682648062705993652e-02,5.715180933475494385e-02,5.771245956420898438e-01,6.827889382839202881e-02,4.982297122478485107e-02,-6.601214408874511719e-06,3.161365985870361328e-01,2.342446148395538330e-02,2.170318737626075745e-02,8.711423724889755249e-03,-4.078447818756103516e-05,9.645067155361175537e-03,-6.072223186492919922e-06,3.407771512866020203e-02,-7.694959640502929688e-05,2.230205386877059937e-02,7.100318372249603271e-02,2.072192728519439697e-07,4.265528172254562378e-02,1.924441196024417877e-02,-1.695007085800170898e-06,2.271129190921783447e-02,7.658969610929489136e-03,1.241440773010253906e-01,6.593131273984909058e-02,1.476349495351314545e-02,2.223489433526992798e-02,1.543015241622924805e-05,1.920893043279647827e-02,6.757676601409912109e-05,-1.929700374603271484e-06,1.170933246612548828e-04
2.272351831197738647e-02,1.169937476515769958e-02,-1.070797443389892578e-04,2.110376954078674316e-05,4.857053607702255249e-02,2.014618366956710815e-02,3.129379078745841980e-02,4.786571115255355835e-02,4.972272366285324097e-02,5.805561318993568420e-02,1.996234059333801270e-02,1.535100117325782776e-02,1.387979090213775635e-02,1.278909668326377869e-02,1.391338929533958435e-02,9.039234369993209839e-03,7.684472948312759399e-03,2.000173181295394897e-02,5.065006762742996216e-02,8.948624134063720703e-03,2.900744974613189697e-02,-1.804530620574951172e-05,2.037733793258666992e-06,4.652791842818260193e-02,1.666366681456565857e-02,-1.085922122001647949e-06,1.922331191599369049e-02,1.220907550305128098e-02,1.743776351213455200e-02,1.057382300496101379e-02,2.555947005748748779e-02,2.595667541027069092e-02,-5.975551903247833252e-05,3.490756824612617493e-02,1.076564937829971313e-02,-1.281499862670898438e-06,1.075827702879905701e-02
1.509365141391754150e-01,7.545240223407745361e-03,1.262576133012771606e-02,-4.742469172924757004e-06,6.484797596931457520e-02,5.759447813034057617e-03,1.957969553768634796e-02,-2.318061888217926025e-06,5.442649126052856445e-05,1.992668583989143372e-02,4.112608432769775391e-01,-1.132488250732421875e-05,-8.754432201385498047e-07,1.371566206216812134e-02,1.614680513739585876e-06,-8.314475417137145996e-05,4.990506917238235474e-03,9.328097701072692871e-01,-1.462176442146301270e-07,-3.501772880554199219e-07,5.505254864692687988e-02,-8.322298526763916016e-06,-1.600943505764007568e-06,4.651098698377609253e-02,5.976099520921707153e-02,-1.149810850620269775e-05,4.011973738670349121e-02,3.962565213441848755e-03,1.214072108268737793e-05,-8.460134267807006836e-06,9.265857934951782227e-02,3.178096190094947815e-02,-2.331845462322235107e-05,4.239790886640548706e-02,-2.389773726463317871e-06,-5.206093192100524902e-07,1.052394509315490723e-04
6.315127760171890259e-02,9.224595502018928528e-03,-7.994007319211959839e-06,-6.277114152908325195e-06,3.533108532428741455e-02,1.413246989250183105e-02,1.385074108839035034e-02,9.008541703224182129e-03,9.642325341701507568e-03,1.539941132068634033e-02,-5.275011062622070312e-05,7.199825346469879150e-02,1.053165942430496216e-01,2.984271943569183350e-02,2.197373658418655396e-02,5.621463805437088013e-02,1.211064308881759644e-02,1.419335603713989258e-06,4.320914670825004578e-02,2.087845206260681152e-01,3.910420462489128113e-03,-5.915760993957519531e-06,4.202218726277351379e-02,8.802704513072967529e-03,1.217704266309738159e-06,-5.200505256652832031e-05,2.515038475394248962e-02,1.927298679947853088e-02,1.010950654745101929e-06,-5.451962351799011230e-06,1.193088106811046600e-02,3.550201654434204102e-06,-4.869699478149414062e-05,1.588373444974422455e-02,1.702081412076950073e-02,-5.415454506874084473e-05,1.698975078761577606e-02
1.997477859258651733e-01,8.349254727363586426e-03,7.282942533493041992e-06,2.242624759674072266e-06,4.217476397752761841e-02,1.920734718441963196e-02,8.547298610210418701e-03,8.174695074558258057e-03,8.729722350835800171e-03,1.385355740785598755e-02,5.468726158142089844e-06,6.397921591997146606e-02,1.053653061389923096e-01,4.537106677889823914e-02,2.982118166983127594e-02,2.615651786327362061e-01,1.098280679434537888e-02,-1.700222492218017578e-05,3.552258759737014771e-02,4.216661751270294189e-01,3.525838255882263184e-03,9.721145033836364746e-06,3.707651048898696899e-02,8.003907278180122375e-03,-4.798173904418945312e-06,4.857312887907028198e-06,1.799273118376731873e-02,2.619704976677894592e-02,-2.191215753555297852e-05,-5.739741027355194092e-06,7.396861910820007324e-03,3.180652856826782227e-05,-5.573034286499023438e-06,9.896658360958099365e-03,1.533758640289306641e-02,-7.761642336845397949e-06,1.540411636233329773e-02
